prompt,prefix,suffix,title
" formal elegant posture, refined smile, red kimono, text color white, text""謹賀新年""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" gentle happy smile surrounded by soft light, red kimono, text color white, text""幸せいっぱいの1年になりますように""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" slightly dreamy eyes, hopeful expression, red kimono, text color white, text""夢が叶う1年になりますように""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" sparkling hopeful smile, red kimono, text color white, text""いいことたくさんありますように""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" laughing eyes, playful grin, red kimono, text color white, text""うける""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" hands softly together in front of mouth laughing, red kimono, text color white, text""笑う門には福来る""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" hand on chest, gentle doctor-like concern, red kimono, text color white, text""健康第一""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" sad soft eyes, hand holding sleeve, red kimono, text color white, text""つらい…""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" handing warm tea forward, caring smile, red kimono, text color white, text""一息ついてね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" sleepy gentle expression, soft warm light, red kimono, text color white, text""おやすみなさい""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
" waving softly with calm smile, red kimono, text color white, text""ではまた""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"smiling softly, wearing soft pink morning-kimono with white floral patterns, text color white, text""おはようございます""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"smiling gently with warm breath, wearing pale blue winter kimono with light snowflake motifs, text color white, text""おはよう今日も寒いね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"determined soft smile, wearing vivid orange kimono with woven sunrise motif, text color white, text""今日もがんばろう""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"friendly bright smile, wearing cream-beige kimono with delicate gold lining, text color white, text""こんにちは""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"evening lantern glow on face, wearing navy kimono with silver accents, text color white, text""こんばんは""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"light confident smile, wearing red-and-black modern geometric kimono, text color white, text""OK""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"raising hand casually, wearing pastel lavender kimono, text color white, text""はーい""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"small polite nod, wearing sage green kimono with subtle leaf pattern, text color white, text""了解です""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"bright pleased smile, wearing rose-red kimono with soft floral print, text color white, text""いいですね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"warm expression, wearing ivory kimono with gold obi, text color white, text""いつもありがとう""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"relaxed sitting pose, wearing charcoal gray kimono with minimal pattern, text color white, text""一休みしましょう""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"polite bow, wearing deep crimson kimono with elegant chrysanthemum motif, text color white, text""ありがとうございます""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"gentle smile, wearing mint kimono with pearl-white accents, text color white, text""どういたしまして""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"offering warm tea, wearing beige winter kimono with fur collar, text color white, text""ゆっくりしてください""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"confident positive smile, wearing bright vermilion kimono, text color white, text""いい感じ！""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"grateful smile, wearing white kimono with gold speckles, text color white, text""助かります""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"eyes closed softly, wearing pale sakura-pink kimono, text color white, text""感謝""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"polite refined posture, wearing navy-and-gold traditional kimono, text color white, text""よろしくお願いします""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"gentle tired smile, wearing maroon kimono with soft patterns, text color white, text""おつかれさま""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"work-mode expression, wearing sand beige kimono, text color white, text""おつかれさまです""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"inviting gesture, wearing pastel sky-blue kimono, text color white, text""いつでも言ってください""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"joyful bright smile, wearing white kimono with festive gold accents, text color white, text""最高""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"cute soft expression, wearing blush pink kimono, text color white, text""♪""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"gentle thumbs-up, wearing black-and-gold kimono, text color white, text""GOOD""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"excited smile, wearing cherry-red kimono with playful design, text color white, text""わーい""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"sparkling eyes, wearing emerald green kimono, text color white, text""わくわく""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"waving softly, wearing warm brown winter kimono, text color white, text""いってらっしゃい気を付けてね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"welcoming smile, wearing pale lilac kimono, text color white, text""おかえりなさい""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"relaxed hair and smile, wearing muted pink kimono, text color white, text""ただいまー""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"snowflakes swirling, wearing midnight blue snow-kimono, text color white, text""大雪に気を付けて""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"hands near face for warmth, wearing light gray winter kimono, text color white, text""寒いですねー""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"determined expression in wind, wearing dark green thick winter kimono, text color white, text""寒いけどがんばろー""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"shocked cold pose, wearing icy white kimono, text color white, text""激寒！！""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"gentle concerned eyes, wearing lavender shawl over kimono, text color white, text""無理しないでね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"holding warm drink, wearing plum-purple kimono, text color white, text""暖かくして過ごしてね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"steaming pot in background, wearing warm orange kimono, text color white, text""温かいものを食べよう""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"mask in hand, wearing soft pink kimono with winter patterns, text color white, text""インフルエンザ流行ってるので気を付けてね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"calm serious eyes, wearing clean white kimono with silver obi, text color white, text""体調管理最優先で""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"Christmas lights glowing, wearing deep red festive kimono, text color white, text""素敵なクリスマスを""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"holiday sparkle, wearing white kimono with holly-red accents, text color white, text""MerryChristmas""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"playful smile with empty gift box, wearing wine-red kimono, text color white, text""プレゼントお待ちしてます""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"grateful holding gift, wearing evergreen kimono with gold ribbon obi, text color white, text""プレゼントありがとう""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"lanterns glowing softly, wearing gold-and-red kimono, text color white, text""よいクリスマスと年末年始を""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"hair tied for cleaning, wearing apricot kimono with simple pattern, text color white, text""なんだかバタバタ忙しいね（大掃除）""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"gentle reflective smile, wearing pale champagne kimono, text color white, text""今年もお世話になりました""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"soft evening glow, wearing black kimono with subtle gold, text color white, text""よいお年をお過ごしください。""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"bright New Year smile, wearing vibrant red kimono with white plum blossoms, text color white, text""あけましておめでとう""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"warm nodding smile, wearing calming blue kimono, text color white, text""今年もよろしく""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"formal elegant posture, wearing pure white kimono with gold embroidery, text color white, text""謹賀新年""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"happy soft smile, wearing pastel pink kimono with golden floral accents, text color white, text""幸せいっぱいの1年になりますように""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"dreamy eyes, wearing pearl-white kimono with soft shimmering patterns, text color white, text""夢が叶う1年になりますように""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"sparkling hopeful smile, wearing sky-blue kimono, text color white, text""いいことたくさんありますように""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"playful grin, wearing coral-orange kimono, text color white, text""うける""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"hands together laughing, wearing red-and-white festive kimono, text color white, text""笑う門には福来る""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"gentle concerned look, wearing pale green kimono, text color white, text""健康第一""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"sad soft eyes, wearing muted purple kimono, text color white, text""つらい…""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"offering tea cup warmly, wearing soft brown kimono, text color white, text""一息ついてね""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"sleepy gentle expression, wearing muted blue night-kimono, text color white, text""おやすみなさい""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
"waving calmly, wearing soft pastel kimono, text color white, text""ではまた""","small plush animal character with soft  light fur, fluffy realistic texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette, the background softly blurred.

#",,
