prompt,prefix,suffix,title
"#small plush dog holding a mini-calendar plush, bright cloth backdrop, text""楽しみにしてます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog bouncing lightly with sparkles, pastel warm cloth, text""わくわく"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog wrapping itself in a fluffy shawl, warm cozy cloth backdrop, text""暖かくして"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog wearing a soft Santa hat and holding a tiny wreath, festive indoor cloth, text""Merry Christmas"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog holding a plush gift box while wearing a Santa coat, warm holiday lights, text""プレゼントありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog in Santa hat peeking into a mini gift box, soft festive backdrop, text""クリスマスプレゼントかな？"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog in Santa cape surrounded by twinkly plush lights, warm festive cloth, text""ステキなクリスマスになりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog wearing a winter scarf bowing politely, warm room cloth, text""今年もお世話になりました"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog waving with tiny Santa gloves, bright soft cloth, text""来年もよろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog holding a mini kadomatsu plush while wearing a tiny kimono ribbon, clean festive cloth, text""よいお年をお迎えください"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog wearing a soft New Year kimono-style ribbon, bright warm backdrop, text""あけましておめでとうございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog reaching up toward sparkles with a New Year hair ornament plush, bright cozy cloth, text""いいことたくさんありますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog surrounded by heart plushies with a tiny kimono sash, soft warm backdrop, text""幸せいっぱいの1年になりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog holding a small money-pouch plush while in mini kimono, festive cloth, text""お年玉待ってます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog proudly holding an opened pouch plush, bright festive cloth, text""お年玉ありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog posing with a mini shimenawa plush in New Year outfit, clean bright backdrop, text""謹賀新年"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog bowing calmly with New Year kimono ribbon, warm neutral cloth, text""今年もよろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog looking at rising-sun motif plush with kimono sash, bright clean cloth, text""良い年になりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog drooping sadly, muted pastel cloth backdrop, text""つらい…"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog offering a comforting paw, warm cozy cloth, text""大丈夫？"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog fully tucked under a blanket with tiny kimono ribbon, dim calm cloth, text""ゆっくり休みます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog holding a tiny nurse-cap plush, bright clean cloth backdrop, text""健康第一"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog sitting neatly with calm smile, neutral warm cloth, text""大丈夫です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog rolling on its back playfully, pastel fun backdrop, text""うける"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog holding two heart plushies, warm bright cloth, text""いつもありがとうありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush dog waving goodbye gently in a mini kimono bow, cozy indoor cloth backdrop, text""ではまた"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog giving a tiny polite nod, soft indoor cloth backdrop, text""了解です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog raising one paw slightly with fluffy fringed ears, warm bright backdrop, text""はーい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog making a tiny circle gesture with paws, cozy cloth backdrop, text""OKです"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog sitting upright with silky chest fur, daylight backdrop, text""いいですね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog bowing politely with long butterfly ears, neutral cloth backdrop, text""よろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog stretching after waking up, morning blanket backdrop, text""おはようございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog sitting neatly with elegant ears spread, bright daytime backdrop, text""こんにちは"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a star cushion plush, warm evening light, text""こんばんは"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wrapped in a red winter scarf around fluffy chest, cozy warm cloth, text""寒いですねー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog shivering slightly with puffed ear fringes, knit blanket backdrop, text""さむーい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog cheering with a tiny paw pump, silky fur bouncing, warm indoor backdrop, text""寒いけどがんばろー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog relaxing with a tiny warm drink plush, soft desk-like cloth, text""お疲れ様です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog returning through a tiny plush doorway, homey cloth backdrop, text""ただいまー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog welcoming with paws open and fanned-out ears, warm hallway-like backdrop, text""おかえりなさい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog sipping pretend tea, kotatsu-style cloth scene, text""一息ついてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a mini hot-water-bottle plush close to chest fluff, cozy blanket, text""あたたかくして過ごしてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog curled under a fluffy blanket with ears peeking out, dim cozy lights, text""おやすみなさい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a ribbon and bowing gently, elegant soft backdrop, text""ありがとうございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a tiny heart plush, pastel cloth backdrop, text""いつもありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog bowing deeply, long ears falling forward, warm floor mat backdrop, text""ぺこり"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog waving a paw gently, soft cozy scene, text""どういたしまして"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog putting paws together politely with silky chest fur, clean bright cloth, text""お願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog hopping with joy and fluttering ears, bright cozy backdrop, text""わーいやったー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog doing a tiny paw-up pose, warm lights, text""GOOD"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog leaning tired on a cushion, soft cloth backdrop, text""無理しないでね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog offering tiny flowers with gentle expression, pastel soft scene, text""いつも感謝です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wearing a tiny winter mask plush, winter cloth backdrop, text""風邪に気を付けましょう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a lemon slice plush with fluffy paws, simple bright cloth, text""ビタミンとってね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wrapped in a scarf with warm bowl plush, cozy backdrop, text""身体はあたためてね"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog eating pretend warm soup plush, homey kitchen-like backdrop, text""温かいものを食べよう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog bundled in a winter poncho plush, cold-tone indoor scene, text""寒さにお気をつけて"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog trembling dramatically with bouncing ear fringes, snowy cloth backdrop, text""寒すぎるー"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog nodding slowly, calm pastel cloth backdrop, text""うんうん"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a mini-calendar plush, bright cloth backdrop, text""楽しみにしてます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog bouncing lightly with sparkles, pastel warm cloth, text""わくわく"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wrapping itself in a fluffy shawl, warm cozy cloth backdrop, text""暖かくして"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wearing a soft Santa hat over fanned ears and holding a tiny wreath, festive indoor cloth, text""Merry Christmas"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a plush gift box while wearing a mini Santa coat, warm holiday lights, text""プレゼントありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog in Santa hat peeking into a mini gift box, soft festive backdrop, text""クリスマスプレゼントかな？"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog in Santa cape surrounded by plush lights, warm festive cloth, text""ステキなクリスマスになりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wearing a winter scarf bowing politely, warm room cloth, text""今年もお世話になりました"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog waving with tiny Santa gloves, bright soft cloth, text""来年もよろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a mini kadomatsu plush while wearing a mini kimono ribbon, clean festive cloth, text""よいお年をお迎えください"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog wearing a soft New Year kimono-style ribbon around chest fur, bright warm backdrop, text""あけましておめでとうございます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog reaching toward sparkles with New Year ornament plush, bright cozy cloth, text""いいことたくさんありますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog surrounded by heart plushies with tiny kimono sash, soft warm backdrop, text""幸せいっぱいの1年になりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a small money-pouch plush while in mini kimono, festive cloth, text""お年玉待ってます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog proudly holding an opened pouch plush, bright festive cloth, text""お年玉ありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog posing with a mini shimenawa plush in New Year outfit, clean bright backdrop, text""謹賀新年"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog bowing calmly with New Year kimono ribbon, warm neutral cloth, text""今年もよろしくお願いします"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog looking at rising-sun motif plush with kimono sash, bright clean cloth, text""良い年になりますように"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog drooping sadly, muted pastel cloth backdrop, text""つらい…"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog offering a comforting paw, warm cozy cloth, text""大丈夫？"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog fully tucked under blanket with tiny kimono ribbon showing, dim calm cloth, text""ゆっくり休みます"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding a tiny nurse-cap plush, bright clean cloth backdrop, text""健康第一"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog sitting neatly with calm smile, neutral warm cloth, text""大丈夫です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog rolling on its back playfully with fluttering ears, pastel fun backdrop, text""うける"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog holding two heart plushies, warm bright cloth, text""いつもありがとうありがとう"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Papillon dog waving goodbye gently in a mini kimono bow, cozy indoor cloth backdrop, text""ではまた"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog giving a tiny polite nod, soft indoor cloth backdrop, text""了解です"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog raising one paw slightly with round cheeks, warm bright backdrop, text""はーい"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
"#small plush Shiba Inu dog making a tiny circle gesture with paws, cozy fabric backdrop, text""OKです"" bold centered safe","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

",,
