prompt,prefix,suffix,title,done
"A highly detailed shot of a focused elderly person aggressively chewing a piece of mochi with determined jaw movement. The action is intensive chewing, focusing on the jaw line. Text: 噛みまくれ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.164 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person trying to button their trousers, looking slightly distressed. The action is struggle with clothes, focusing on the tightness. Text: 正月太り.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.165 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person gently placing a perfect Kagami Mochi (stacked mochi) on a shrine. The action is ritual placement, focusing on the calm devotion. Text: これで今年も安泰.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.166 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a curious grandmother peering intently at a large, untouched Kagami Mochi. The action is eager anticipation, focusing on the impatient eyes. Text: 鏡開きまだ？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.167 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a happy old person holding two or three pieces of mochi at once. The action is greedy take, focusing on the abundance. Text: おかわり餅.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.168 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person whose entire face is dusted heavily with yellow kinako powder. The action is messy eating, focusing on the humorous mess. Text: きなこまみれ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.169 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a hand placing a flat piece of mochi onto a traditional wire grill (ami). The action is careful placement, focusing on the grill marks. Text: お餅焼こう.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.170 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a dancing, excited elderly person holding up two pieces of mochi like maracas. The action is enthusiastic cheering, focusing on the rhythmic movement. Text: もち！もち！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.171 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person furtively sneaking one last piece of mochi when no one is looking. The action is secretive grabbing, focusing on the sly glance. Text: もう一個だけ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.172 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a perfectly round piece of mochi covered generously in sweet, dark red bean paste (anko). The action is focused eating, focusing on the contrast of white and red. Text: あんこ餅.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.173 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person gently handing a small portion of mochi to a child (or camera). The action is generous sharing, focusing on the kind hand. Text: お餅のおすそ分け.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.174 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a close-up on an elderly person's mouth, showing exaggerated, slow chewing motions. The action is deliberate chewing, focusing on the mindful process. Text: 噛むのが大事.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.175 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person standing confidently in front of a traditional mochi shop. The action is expert endorsement, focusing on the shop sign. Text: お餅は餅屋.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.176 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person holding up a hand to stop the conversation while chewing mochi carefully. The action is pause for safety, focusing on the urgent hand stop. Text: ちょっと待って.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.177 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person expertly flipping a mochi on the grill with a long chopstick. The action is skilled turning, focusing on the precision. Text: 餅を焼くプロ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.178 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person pressing their hands to their cheeks in overwhelming joy after tasting mochi. The action is exaggerated delight, focusing on the happy expression. Text: ほっぺた落ちる.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.179 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a sad elderly person staring mournfully at an empty, dusted mochi plate. The action is deep regret, focusing on the droopy eyes. Text: 餅ロス.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.180 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person making a fierce promise gesture with a determined fist next to the mochi bowl. The action is strong commitment, focusing on the determined face. Text: 来年も絶対食う.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.181 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person slightly tilting their head, tasting the mochi with a critical, focused eye. The action is careful sampling, focusing on the thoughtful look. Text: 美味しいか確認.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.182 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a kind elderly person offering a lozenge or throat candy to the camera. The action is considerate offering, focusing on the small item in hand. Text: のど飴いる？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.183 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of an elderly person counting on their fingers, looking ahead with happy anticipation of New Year's Day mochi. The action is counting days, focusing on the fingers. Text: もういくつ寝ると.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.184 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a piece of mochi dramatically swelling and changing shape while being grilled on a wire net. The action is dramatic puffing, focusing on the transformation. Text: お餅が変身.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.185 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a warm bowl of sweet red bean soup with pieces of mochi floating in it. The action is focused on the sweet dessert, focusing on the rich texture. Text: 餅入りぜんざい.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.186 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",もちｘ高齢者,
"A highly detailed shot of a child bowing deeply, hands outstretched eagerly, festive atmosphere. The action is sincere begging, focusing on the hopeful eyes. Text: お年玉ちょうだい！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.187 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a stack of colorful, traditional New Year's envelopes (Pochibukuro) on a low table. The action is careful counting, focusing on the intricate paper designs. Text: ポチ袋準備OK.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.188 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child holding a single, crisp envelope triumphantly above their head. The action is victorious capture, focusing on the exhilarating smile. Text: ゲットだぜ！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.189 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of an elderly person handing an envelope with a warm, grateful smile. The action is courteous presentation, focusing on the respectful bow. Text: 今年もお世話に.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.190 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child secretly peeling open the envelope, one eye glancing around cautiously. The action is clandestine inspection, focusing on the furtive glance. Text: 中身チェック.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.191 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a crisp 10,000 yen bill being carefully unfolded from the envelope. The action is reverent handling, focusing on the portrait's details. Text: 諭吉さん！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.192 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child placing an envelope securely inside a piggy bank. The action is responsible saving, focusing on the slot opening. Text: 貯金します.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.193 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child with their finger on their chin, eyes wide with possibility, dreaming of purchases. The action is thoughtful planning, focusing on the dreamy expression. Text: 何買う？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.194 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child staggering slightly under the weight of a huge stack of envelopes. The action is comedic overload, focusing on the wide-eyed shock. Text: 大金持ち.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.195 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child bowing deeply and sincerely after receiving the envelope. The action is heartfelt gratitude, focusing on the polite posture. Text: ありがとう！.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.196 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a humorous old person shrugging apologetically with empty hands. The action is playful refusal, focusing on the cheeky smile. Text: ごめん、あげられない.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.197 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of an elderly person placing a thick envelope into a child's hand with a determined nod. The action is generous giving, focusing on the thick envelope. Text: 今年は奮発.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.198 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child desperately clinging to the envelope while a parent tries to take it. The action is dramatic struggle, focusing on the tense hands. Text: 親に没収.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.199 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child sitting next to a pile of empty snack wrappers and toys, looking broke. The action is immediate expenditure, focusing on the empty wallet. Text: 使い切った.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.200 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a friend leaning in closely, trying to peek inside a half-opened envelope. The action is nosy curiosity, focusing on the close eye. Text: いくら入ってる？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.201 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child performing a dramatic, ritualistic pose while accepting the envelope. The action is sacred receiving, focusing on the serious pose. Text: お年玉ゲットの儀.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.202 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child giving a respectful, anticipatory nod to the giver. The action is long-term planning, focusing on the expectant look. Text: 来年もよろしく.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.203 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child innocently looking past the current giver towards the next potential one. The action is greedy searching, focusing on the distracted eyes. Text: おばあちゃんは？.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.204 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a hand tucking the envelope securely under a mattress or behind a book. The action is secretive stashing, focusing on the hidden spot. Text: 秘密の隠し場所.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.205 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a young person seriously reading a finance book with the envelope beside them. The action is academic studying, focusing on the determined face. Text: 投資します.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.206 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a humorous elderly person holding a single, crumpled 100 yen coin, looking dejected. The action is comedic poverty, focusing on the sad face. Text: お年玉貧乏.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.207 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child looking utterly shocked at finding only a single yen coin in the envelope. The action is extreme surprise, focusing on the tiny coin. Text: まさかの一円.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.208 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a generous child thrusting a stack of envelopes towards a sibling or friend. The action is selfless giving, focusing on the open hands. Text: 全部あげる.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.209 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a young adult looking wistful while receiving a regular New Year's greeting instead of money. The action is mature acceptance, focusing on the slightly melancholic smile. Text: 大人になった.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.210 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of siblings wrestling playfully over a single dropped envelope. The action is chaotic fun, focusing on the dramatic struggle. Text: お年玉戦争.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.211 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a grandparent excitedly preparing to surprise a grandchild with an envelope. The action is eager anticipation, focusing on the joyful expression. Text: 早く渡したい.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.212 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child negotiating with a parent, using the New Year's money as leverage. The action is cunning negotiation, focusing on the serious talk. Text: 小遣いアップ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.213 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a benevolent character dressed as a deity, gently dropping envelopes from above. The action is divine giving, focusing on the heavenly light. Text: お年玉の神様.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.214 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child clutching their envelope tightly while heading sadly back to school. The action is reluctance to return, focusing on the determined grip. Text: 正月休み終了.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.215 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child's eyes sparkling with imagined possibilities reflected in the currency. The action is imaginative dreaming, focusing on the shiny eyes. Text: 夢が広がる.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.216 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child seriously writing down goals on a notepad, money visible beside it. The action is self-improvement planning, focusing on the determined writing. Text: 来年の目標.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.217 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of an adult looking panicked while realizing they bought too many expensive envelopes. The action is stressed management, focusing on the worried forehead. Text: 予算オーバー.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.218 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child looking disappointed, receiving an item (e.g., socks) instead of money. The action is masked disappointment, focusing on the forced smile. Text: お年玉じゃなくて.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.219 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child hugging their stack of envelopes protectively and defiantly. The action is possessive guarding, focusing on the firm hug. Text: これは私のもの.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.220 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a modern child receiving a digital transfer notification on their smartphone instead of an envelope. The action is futuristic receiving, focusing on the screen glow. Text: キャッシュレスで.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.221 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child's jaw dropping in amazement at the large amount inside the envelope. The action is record-breaking surprise, focusing on the wide open mouth. Text: 最高額更新.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.222 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of various colored envelopes spinning like a game show wheel. The action is gambling excitement, focusing on the blurred motion. Text: お年玉ルーレット.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.223 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a teenager looking hopeful but slightly wistful, knowing their turn to give is coming soon. The action is transitional yearning, focusing on the longing look. Text: 来年こそは.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.224 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a hand meticulously logging the received amount in a small ledger book. The action is careful accounting, focusing on the precise writing. Text: お小遣い帳.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.225 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child trying to balance an envelope on their head, feeling the pressure. The action is metaphorical weight, focusing on the concentrated balance. Text: お年玉の重み.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.226 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child restraining another, more eager child from rushing to the giver. The action is patient waiting, focusing on the firm grip. Text: まだだ、焦るな.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.227 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a grandparent giving a hug instead of an envelope, warm embrace. The action is affectionate giving, focusing on the tender hug. Text: 無償の愛.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.228 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child looking directly at the camera with pleading, exaggerated puppy-dog eyes. The action is explicit request, focusing on the desperate gaze. Text: お年玉がほしい.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.229 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a young adult looking stressed while preparing several envelopes with currency inside. The action is burdened duty, focusing on the tired sigh. Text: 大人の責任.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.230 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child immediately purchasing a new video game with their received cash. The action is instant gratification, focusing on the game case. Text: お年玉でゲーム.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.231 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a child jumping excitedly in the air, surrounded by floating yen bills. The action is extreme excitement, focusing on the giddy jump. Text: お年玉ハイ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.232 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
"A highly detailed shot of a unique, crudely drawn handmade envelope being handed over. The action is personal creation, focusing on the amateur design. Text: 手作りポチ袋.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.233 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",お年玉,
