prompt,prefix,suffix
"dog plush sniffing cup, text""いい香り""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush with ribbon, text""ありがとう！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush closing eyes softly, text""心があたたかい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush sitting calmly, text""落ち着いた日""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"hamster plush with little mug, text""ほっとした""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"shiba plush wagging tail, text""楽しい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"rabbit plush with book, text""読書中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"panda plush blinking slowly, text""ねむねむ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"squirrel plush with tiny bell, text""リンリン""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush smiling faintly, text""ありがとう〜""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bear plush near heater, text""あったかい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush holding little spoon, text""おかわり！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush raising eyebrow, text""まぁまぁ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"penguin plush sitting on cushion, text""ほっこり""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"dog plush stretching out, text""リラックス中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"hamster plush peeking out, text""おーい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"rabbit plush smiling brightly, text""やった！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bunny plush holding cup of cocoa, text""幸せ〜""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"shiba plush sitting in sunlight, text""気持ちいい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"squirrel plush sleeping, text""おやすみ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush with flower crown, text""かわいいでしょ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"panda plush holding note, text""ありがとう！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush walking slowly, text""のんびり散歩""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush sitting quietly, text""静かな午後""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bear plush with towel, text""お風呂上がり""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"rabbit plush sitting at kotatsu, text""ぬくぬく""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"penguin plush holding snowball, text""冬っていいね""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"hamster plush with blanket, text""あったかい〜""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush holding rice cracker, text""ぽりぽり中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"sheep plush smiling softly, text""幸せ感じる""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"dog plush resting quietly, text""落ち着く""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bunny plush tilting head, text""ありがと！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"panda plush holding mug, text""コーヒー中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush glancing sideways, text""気になる""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush standing by window, text""おはよう！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"squirrel plush yawning, text""ふわぁ…""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bear plush looking down, text""しんみり""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"hamster plush lying sideways, text""ゆったり中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush with flower, text""春みたい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"shiba plush holding rice cake, text""おもちうまい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"penguin plush smiling gently, text""ありがとね""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"rabbit plush holding pen, text""メモ中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush sitting at desk, text""作業中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush resting chin, text""考えごと中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"hamster plush in tiny bowl, text""かわいいでしょ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush holding cookie, text""甘くて幸せ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bear plush sipping tea, text""のんびり""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"sheep plush holding little gift, text""プレゼント！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"rabbit plush smiling small, text""ふふっ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"panda plush waving lightly, text""またね！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"dog plush lying comfortably, text""昼寝中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"squirrel plush blinking softly, text""ありがとう〜""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush holding small plant, text""癒やされる""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush standing gently, text""今日もいい日""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"hamster plush sitting neatly, text""了解！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"duckling plush with blanket, text""ぬくぬく中""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bear plush smiling warmly, text""しあわせ〜""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"penguin plush resting, text""ゆっくりしよ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"bunny plush looking gentle, text""おかえり！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"shiba plush with sleepy eyes, text""おやすみ""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"cat plush waving paw, text""OK！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
"fox plush sitting calmly, text""ありがとう！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, realistic plush doll photography style with gentle depth of field

#",
